"...1","country_name","city","year","pm10_concentration","pm25_concentration","no2_concentration","pm10_tempcov","pm25_tempcov","no2_tempcov","type_of_stations","population","latitude","longitude","who_ms","clean_city","Region","AreaName","Value","Count","Denominator","Time period","Age","Sex","Area Type","area_type"
92,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2010,20.969,16.756,43.765,NA,92,94,NA,745722,53.8102568,-1.5584276,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
93,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2020,15.47,8.544,20.543,96,95,98,"Urban, Urban",798786,53.811876,-1.5614165,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
94,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2020,15.47,8.544,20.543,96,95,98,"Urban, Urban",798786,53.811876,-1.5614165,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
95,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2020,15.47,8.544,20.543,96,95,98,"Urban, Urban",798786,53.811876,-1.5614165,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
96,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2014,20.353,13.69,41.674,89,96,98,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
97,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2014,20.353,13.69,41.674,89,96,98,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
98,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2014,20.353,13.69,41.674,89,96,98,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
99,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2015,17.36,11.973,35.73,95,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
100,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2015,17.36,11.973,35.73,95,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
101,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2015,17.36,11.973,35.73,95,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
102,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2016,17.903,10.386,36.422,97,98,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
103,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2016,17.903,10.386,36.422,97,98,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
104,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2016,17.903,10.386,36.422,97,98,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
105,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2017,15.781,9.939,33.381,96,97,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
106,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2017,15.781,9.939,33.381,96,97,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
107,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2017,15.781,9.939,33.381,96,97,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
108,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2018,17.491,11.362,31.275,96,95,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
109,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2018,17.491,11.362,31.275,96,95,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
110,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2018,17.491,11.362,31.275,96,95,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
111,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2019,16.098,12.323,28.361,92,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
112,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2019,16.098,12.323,28.361,92,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
113,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2019,16.098,12.323,28.361,92,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
114,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2013,19.931,14.418,38.847,76,66,98,"Urban, Urban",762241,53.8135048,-1.5644188,1,"Leeds","Yorkshire and The Humber","Leeds",51.939,95,182907,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
115,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2013,19.931,14.418,38.847,76,66,98,"Urban, Urban",762241,53.8135048,-1.5644188,1,"Leeds","Yorkshire and The Humber","Leeds",62.7431,60,95628,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
116,"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2013,19.931,14.418,38.847,76,66,98,"Urban, Urban",762241,53.8135048,-1.5644188,1,"Leeds","Yorkshire and The Humber","Leeds",40.1013,35,87279,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
117,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2010,18.733,NA,41.524,NA,NA,81,NA,552178,52.631348,-1.133006,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
118,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2010,18.733,NA,41.524,NA,NA,81,NA,552178,52.631348,-1.133006,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
119,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2010,18.733,NA,41.524,NA,NA,81,NA,552178,52.631348,-1.133006,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
120,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2020,15.054,7.484,23.279,96,99,98,"Urban, Urban",552178,52.62925,-1.1257695,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
121,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2020,15.054,7.484,23.279,96,99,98,"Urban, Urban",552178,52.62925,-1.1257695,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
122,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2020,15.054,7.484,23.279,96,99,98,"Urban, Urban",552178,52.62925,-1.1257695,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
123,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2014,NA,13.307,26.912,NA,96,95,"Urban",552178,52.6198,-1.1273,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
124,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2014,NA,13.307,26.912,NA,96,95,"Urban",552178,52.6198,-1.1273,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
125,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2014,NA,13.307,26.912,NA,96,95,"Urban",552178,52.6198,-1.1273,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
126,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2015,21.606,12.019,33.414,31,97,79,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
127,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2015,21.606,12.019,33.414,31,97,79,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
128,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2015,21.606,12.019,33.414,31,97,79,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
129,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2016,21.545,11.551,34.889,95,94,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
130,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2016,21.545,11.551,34.889,95,94,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
131,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2016,21.545,11.551,34.889,95,94,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
132,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2017,21.264,10.592,33.258,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
133,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2017,21.264,10.592,33.258,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
134,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2017,21.264,10.592,33.258,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
135,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2018,22.521,10.424,29.514,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
136,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2018,22.521,10.424,29.514,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
137,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2018,22.521,10.424,29.514,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
138,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2019,22.466,11.224,30.462,98,97,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
139,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2019,22.466,11.224,30.462,98,97,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
140,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2019,22.466,11.224,30.462,98,97,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
141,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2013,17.347,12.37,28.694,65,37,44,"Urban, Urban",552178,52.62555,-1.13015,1,"Leicester","East Midlands","Leicester",96.7627,90,93011,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
142,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2013,17.347,12.37,28.694,65,37,44,"Urban, Urban",552178,52.62555,-1.13015,1,"Leicester","East Midlands","Leicester",85.1499,40,46976,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
143,"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2013,17.347,12.37,28.694,65,37,44,"Urban, Urban",552178,52.62555,-1.13015,1,"Leicester","East Midlands","Leicester",108.613,50,46035,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
144,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2010,17.462,11.744,28.69,NA,84,97,NA,901708,53.389203,-2.7935132,1,"Liverpool","North West","Liverpool",163.8872,165,100679,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
145,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2010,17.462,11.744,28.69,NA,84,97,NA,901708,53.389203,-2.7935132,1,"Liverpool","North West","Liverpool",214.1447,115,53702,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
146,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2010,17.462,11.744,28.69,NA,84,97,NA,901708,53.389203,-2.7935132,1,"Liverpool","North West","Liverpool",106.4351,50,46977,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
147,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2014,14.468,9.591,26.548,86,77,82,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West","Liverpool",163.8872,165,100679,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
148,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2014,14.468,9.591,26.548,86,77,82,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West","Liverpool",214.1447,115,53702,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
149,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2014,14.468,9.591,26.548,86,77,82,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West","Liverpool",106.4351,50,46977,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
150,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2015,13.94,8.179,25.433,94,96,93,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West","Liverpool",163.8872,165,100679,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
151,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2015,13.94,8.179,25.433,94,96,93,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West","Liverpool",214.1447,115,53702,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
152,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2015,13.94,8.179,25.433,94,96,93,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West","Liverpool",106.4351,50,46977,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
153,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2016,15.148,8.969,27.138,91,93,77,"Urban, Urban, Urban, Urban",901708,53.38865,-2.963625,1,"Liverpool","North West","Liverpool",163.8872,165,100679,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
154,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2016,15.148,8.969,27.138,91,93,77,"Urban, Urban, Urban, Urban",901708,53.38865,-2.963625,1,"Liverpool","North West","Liverpool",214.1447,115,53702,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
155,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2016,15.148,8.969,27.138,91,93,77,"Urban, Urban, Urban, Urban",901708,53.38865,-2.963625,1,"Liverpool","North West","Liverpool",106.4351,50,46977,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
156,"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2017,13.897,7.694,23.012,90,96,99,"Urban, Urban, Urban, Urban",901708,53.389875,-2.908525,1,"Liverpool","North West","Liverpool",163.8872,165,100679,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
